"type","positie","resumptiepatroon","subj_sub","subj_main","verb_sub","verb_main","vframe_main","vframe_sub","tense_sub","tense_main","function","middenveld_1","ben_sub","word_sub","heb_sub","kan_sub","mag_sub","moet_sub","wil_sub","ga_sub","zal_sub","blijf_sub","kom_sub","laat_sub","word_main","kan_main","zal_main","ben_main","heb_main","ga_main","wil_main","blijf_main","moet_main","mag_main","_main","kom_main","hoef_main","laat_main","zin","remarks"
"v1-lex","P1","NI","hij","hij","neem_deel","word","copula","ninv(pc_pp(aan)_part_pc_pp(deel_aan))","verl","verl","contrastief","subj",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Had hij in 2004 nog met weinig succes deelgenomen aan het WK voor junioren in Grosseto , waar hij zich met 2,10 niet wist te plaatsen voor de finale , het jaar erop werd hij Europees jeugdkampioen in Kaunas door als enige over 2,23 te springen",
"v1-lex","P1","NI","een kwart van de Berlijnse woningen","het","heb","ben","copula","transitive_ndev","verl","verl","contrastief","adjunct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"had in 1925 maar een kwart van de Berlijnse woningen elektriciteit , in 1928 was het al de helft",
"v1-lex","P1","NI","Letland","14 miljoen","heb","ben","pc_pp(met)","transitive_ndev","verl","verl","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Had Letland in 1939 nog 2 miljoen inwoners , in 1945 waren daar nog 1,4 miljoen van over",
"v1-lex","P1","NI","Maurits","dat","twijfel","ben","transitive","pc_pp(aan)","verl","verl","contrastief","subj",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Had Maurits tot dan toe nooit getwijfeld aan Oldenbarnevelts goede trouw , vanaf die tijd was dat niet meer zo vanzelfsprekend",
"v1-lex","P1","NI","men","het ontbreken van serieuze gegevens","durf","maak","transitive","subj_control(te_inf)","verl","verl","contrastief","subj",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Had men al in 1934 niet durven te besluiten tot volle massaproductie , ook nu maakte het ontbreken van serieuze gegevens voorzichtig",
"v1-lex","P1","NI","Oss","Berghem","heb","krijg","meas","transitive_ndev","verl","verl","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Had Oss zijn stadsrechten , Berghem kreeg zijn versterkte toren ( 1400",
"v1-lex","P1","NI","Pius XI","hij","juich_toe","herzie","copula","ninv(transitive_part_transitive(toe))","verl","verl","contrastief","subj",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Had Pius XI op 12 mei 1936 de overwinning van het Italiaanse leger in Abessini nog toegejuicht met de woorden "" de triomfantelijke vreugde van een geheel groots en goed volk "" , vanaf 1938 herzag hij zijn mening ten aanzien van het regime drastisch als reactie op de invoering van de raciale wetten",
"v1-lex","P1","NI","de auteurs","deze vrijheid","heb","word","transitive","transitive_ndev","verl","verl","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"Hadden de auteurs in het blad Pep nog veel vrijheid van werken , in het nieuwe blad Eppo zou deze vrijheid veel minder gaan worden",
"v1-lex","P1","NI","de Beatles in dat jaar alleen","de groep","heb","verover","copula","transitive_ndev","verl","verl","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hadden de Beatles in dat jaar alleen nog maar succes in eigen land en ( in het najaar ) in Zweden , vanaf januari 1964 veroverde de groep ook de rest van de wereld",
"v1-lex","P1","NI","de eerste modellen","de latere D-modellen","heb","haal","intransitive","transitive_ndev","verl","verl","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hadden de eerste modellen reeds een 149 PK vermogen , de latere D-modellen haalden ruim 155 PK",
"v1-lex","P1","NI","de eerste modellen","de latere N-modellen","heb","schroef_terug","copula","transitive_ndev","verl","verl","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hadden de eerste modellen reeds een 58 PK vermogen , de latere N-modellen werden teruggeschroefd tot 53 PK door de Japanse wetgeving in verband met pk's",
"v1-lex","P1","NI","de twee liberale partijen  Liberale Unie en de Bond van Vrije Liberalen","ze","heb","kom","ninv(np_pc_pp(op)_part_np_pc_pp(uit_op))","transitive_ndev","verl","tgw","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hadden de twee liberale partijen , Liberale Unie en de Bond van Vrije Liberalen , in 1917 nog 31 zetels , nu komen ze op tien",
"v1-lex","P1","NI","de vroegere stationwagons","te lezen  Inspired by the Sea","heb","ben","copula","transitive_ndev","verl","verl","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hadden de vroegere stationwagons vooral het formaat van een jacht , in de verkoopdocumentatie van het topmodel van de Villager was te lezen "" Inspired by the Sea",
"v1-lex","P1","NI","de Russen en de Britten","het","houd_af","ben","ld_pp","ninv(np_pc_pp(van)_part_np_pc_pp(af_van))","verl","verl","contrastief","adjunct",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hadden in Spanje de Russen en de Britten de Belgische formatie van het goud afgehouden , ditmaal waren het opnieuw de Britten met daarnaast de Fransen , die in eigen huis vleugels hadden gekregen",
"v1-lex","P1","NI","paus Johannes Paulus I en Johannes Paulus II","het","zie_af","word","fixed([vc(maak_pass_te_intransitive)_pc(met)]_no_passive)","ninv(pc_pp(van)_part_pc_pp(af_van))","verl","verl","contrastief","subj",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hadden paus Johannes Paulus I en Johannes Paulus II al eigener beweging afgezien van de traditionele kroning met de tiara , in deze constitutie werd het de nieuw gekozen paus",
"v1-lex","P1","NI","trim- en baanatletiek in 1990","zon 1400 mensen","heb","ben","te_passive","transitive_ndev","verl","tgw","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hadden trim- en baanatletiek in 1990 nog geen 500 leden , momenteel zijn er samen zo'n 1400 mensen aan het sporten",
"v1-lex","P1","NI","gewone hofjes","woningen met twee tot zes kamers","heb","ben","transitive","transitive_ndev","tgw","tgw","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hebben ' gewone hofjes ' woningen maar n of twee kamers , in het Proveniershof zijn er woningen met twee tot zes kamers",
"v1-lex","P1","NI","honingbijen en enkele soorten hommels","de solitaire bij","heb","doe","np_np","transitive_ndev","tgw","tgw","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hebben honingbijen en enkele soorten hommels een sociale levenswijze , de solitaire bij doet alles alleen",
"v1-lex","P1","NI","de aarde","de atmosfeer","heb","ben","transitive","transitive_ndev","tgw","tgw","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Heeft de aarde een straal van gemiddeld 6370 km , de atmosfeer is slechts gemiddeld 1000 km dik",
"v1-lex","P1","NI","men","jenever","heb","stook","np_pc_pp(aan)","transitive_ndev","tgw","tgw","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Heeft men in de zomer aandacht voor de boerderij , in de winter wordt er van december tot april jenever gestookt",
"v1-lex","P1","NI","een varkenshouder","een varkenshouder die alleen vleesvarkens produceert","houd","heb","copula","transitive","verl","tgw","contrastief","adjunct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hield in vroeger jaren een varkenshouder slechts enkele honderden varkens , anno 2011 heeft een varkenshouder die alleen vleesvarkens produceert ongeveer 4000 varkens nodig om zijn bedrijf rendabel uit te kunnen oefenen",
"v1-lex","P1","NI","de eerste kunstvezelpenselen","kunststof","houd","waardeer","nonp_copula","transitive","verl","tgw","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hielden de eerste kunstvezelpenselen weinig verf vast , tegenwoordig ( 2004 ) wordt kunststof door vele schilders hoog gewaardeerd",
"v1-lex","P1","NI","het voortbestaan van de koninklijke familie","de familie","hang","breid_uit","copula","intransitive","verl","tgw","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Hing het voortbestaan van de koninklijke familie aan het begin van de 20e eeuw nog aan een zijden draadje , met de vier dochters van koningin Juliana en prins Bernhard ( Beatrix , Irene , Margriet en Christina ) , de veertien kleinkinderen en tot nu toe twintig wettige achterkleinkinderen , is de familie flink uitgebreid",
"v1-lex","P1","NI","de stemmen","de volgende stemmen","imiteer","zet_in","transitive","transitive","tgw","tgw","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Imiteren de stemmen elkaar bij een strenge canon exact , bij andere zetten de volgende stemmen in met een bepaald interval als hoogteverschil of in een andere toonsoort",
"v1-lex","P1","NI","The Golden Bough  naar zijn intentie","het werk","ben","ben","copula","copula","tgw","tgw","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Is "" The Golden Bough "" naar zijn intentie een antropologisch werk , dat mythen , gebruiken en overleveringen over de gehele wereld beschrijft en overzichtelijk presenteert , het werk is tegelijkertijd zeer verzorgd geschreven , literair in de gunstige , ongedwongen zin van dat woord",
"v1-lex","P1","NI","24% van de economische activiteit","25%","textielgerelateerd","ben","transitive","transitive","tgw","tgw","contrastief","subj",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"is 24% van de economische activiteit textielgerelateerd , 25% is industrile productie en nog 8% lichte industrie",
"v1-lex","P1","NI","het vermoeden van discriminatie","het stellen van eisen van fysieke bekwaamheid","ben","ben","pc_pp(tot)","te_passive","tgw","tgw","contrastief","adjunct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Is bij een onderscheid op basis van geslacht of ras het vermoeden van discriminatie soms snel aan te tonen , het stellen van eisen van fysieke bekwaamheid zal niet direct herkenbaar zijn als ( verboden ) onderscheid op basis van een handicap",
"v1-lex","P1","NI","Caroline","Radio London (  Big L","ben","kom","intransitive","copula","tgw","tgw","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Is Caroline een veredeld "" Light Programme "" van de BBC , Radio London ( "" Big L "" ) komt met een Amerikaans "" format",
"v1-lex","P1","NI","de functie van de armslag bij een geoefende schoolslagzwemmer","de armen","ben","gebruik","nonp_copula","intransitive","tgw","tgw","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Is de functie van de armslag bij een geoefende schoolslagzwemmer primair stuwend , bij beginnende zwemmers worden de armen vooral gebruikt om het hoofd boven water te houden",
"v1-lex","P1","NI","de glijhoek","ook de stabiliteit en bestuurbaarheid ( dus veiligheid en pilootvriendelijkheid","ben","verbeter","te_passive","intransitive","tgw","tgw","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Is de glijhoek van een wedstrijdtoestel ruim verdubbeld met enkele decennia terug , ook de stabiliteit en bestuurbaarheid ( dus veiligheid en pilootvriendelijkheid ) zijn enorm verbeterd in de afgelopen periode",
"v1-lex","P1","NI","de helft van de stof finasteride","dit","breek_af","duur","transitive","ninv(transitive_part_transitive(af))","tgw","tgw","contrastief","subj",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Is de helft van de stof finasteride al binnen 8 uur afgebroken , bij dutasteride duurt dit gemiddeld 240 uur ( 10 dagen",
"v1-lex","P1","NI","de kunst","een wellicht nog belangrijker troef in zijn handen","ben","ben","copula","intransitive","tgw","tgw","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Is de kunst van de compositie n van de beslissende elementen in het werk van Ward Lernout , een wellicht nog belangrijker troef in zijn handen is de kleur : een opgetogen gevitamineerd koloriet dat schijnbaar zonder inspanning de hoge tonen haalt en aanhoudt",
"v1-lex","P1","NI","de megafoon","men","ben","gebruik","intransitive","copula","tgw","tgw","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Is de megafoon meestal vrij kort , in bijzondere toepassingen gebruikt men wel een megafoon van 1,25-2 m lengte , met bij de mond een opening van 5 cm en aan het eind van 15-25 cm.",
"v1-lex","P1","NI","weinig animo voor deze kruistocht","dat","ben","ben","ld_pp","intransitive","tgw","tgw","contrastief","adjunct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Is er in het dan landheerloze noorden van het huidige Nederland weinig animo voor deze kruistocht , anders is dat onder de feodale heren",
"v1-lex","P1","NI","een belangrijke suikerbietenteelt","het gemengd bedrijf","ben","ben","nonp_pred_np","intransitive","tgw","verl","contrastief","adjunct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Is er op de kleigebieden in West-Brabant een belangrijke suikerbietenteelt , in de zandstreek was er het gemengd bedrijf",
"v1-lex","P1","NI","veel dat men heeft opgenomen of verbeterd","veel","ben","ben","refl_pc_pp(op)","intransitive","tgw","tgw","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Is er veel dat men heeft opgenomen of verbeterd , er is nog veel meer",
"v1-lex","P1","NI","het","het","ben","oefen_uit","transitive","copula","tgw","tgw","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Is het Balinees dus door het oude Javaans benvloed , anderzijds heeft het met de verovering van West-Lombok door de Balirs ( rond 1700 ) zelf weer invloed uitgeoefend op de taal die op dat aangrenzende eiland werd gesproken , het Sasak",
"v1-lex","P1","NI","het begin","het slotakkoord","ben","ben","transitive","copula","tgw","tgw","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Is het begin lieflijk en licht in de trant van Give a little bit , het slotakkoord is dreigend zoals Fool's Overture",
"v1-lex","P1","NI","95% van de Limburgers","dat","registreer","daal","np_ld_pp","als_pred_np","tgw","tgw","contrastief","adjunct",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"is in 2000 nog 95% van de Limburgers geregistreerd als katholiek , in 2007 is dat gedaald tot 74,6%",
"v1-lex","P1","NI","men","wij","denk","heb","sbar_subj_het","pc_pp(aan)","tgw","tgw","contrastief","subj",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kan men voor de eerste tijd nog aan onbewuste invloed denken , sedert de tijd van de Apologeten hebben wij met schrijvers te maken die het genre beheersten door hun retorenopleiding",
"v1-lex","P1","NI","de giftigheid van planten voor dieren","giftigheid voor de mens","stel_vast","val","copula","ninv(transitive_part_transitive(vast))","tgw","tgw","contrastief","adjunct",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kan uit het eetgedrag de giftigheid van planten voor dieren al niet met zekerheid worden vastgesteld , giftigheid voor de mens valt er zeker niet uit op te maken",
"v1-lex","P1","NI","het paarrijden in Salt Lake City 2002","dezelfde discipline in 2006","ken","ken","nonp_pred_np","np_pc_pp(van)","verl","verl","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kende het paarrijden in Salt Lake City 2002 een sensationele ontknoping met het dubbele goud na de omkoping van een jurylid , zo kende dezelfde discipline in 2006 opnieuw een merkwaardig en sensationeel slot",
"v1-lex","P1","NI","alleen rijke gezinnen","de zondagsschool","ken","bezorg","part_pc_pp(uit_in)","np_pc_pp(in)","verl","verl","contrastief","adjunct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kenden in eerste instantie alleen rijke gezinnen het gebruik van een spar in huis , de zondagsschool bezorgde hem brede populariteit",
"v1-lex","P1","NI","de Eemhaven","de Petroleumhavens","kenmerk","domineer","transitive","transitive","tgw","tgw","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kenmerkt de Eemhaven zich door containeroverslag , de Petroleumhavens worden gedomineerd door de petrochemische industrie met verschillende olieraffinaderijen , o.a. van Shell Pernis",
"v1-lex","P1","NI","men","men","kies","besteed","transitive","intransitive","tgw","tgw","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Kiest men in de ene gemeente voor de uitbouw van een theater , in een naburige gemeente wil men het geld liever besteden aan de verhoging van de leefbaarheid in de oude wijken",
"v1-lex","P1","NI","Heaven and Hell","de sfeer","klink","ben","intransitive","nonp_copula","verl","tgw","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Klonk "" Heaven and Hell "" veelal klassiek , hier is de sfeer meer rock en jazz , zelfs een beetje free jazz , evenals ambient",
"v1-lex","P1","NI","dat","de synthesizerpartij","klink","klink","part_pc_pp(terug_op)","nonp_copula","verl","tgw","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Klonk dat op zijn vorige album The Family Album nog redelijk , de muzieksoort paste er bij , met deze kerkmuziek klinkt de synthesizerpartij armoedig",
"v1-lex","P1","NI","niets","niets","kom","blijf","transitive_ndev","fixed([[tot_stand]]_no_passive)","tgw","tgw","contrastief","adjunct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Komt door te zwijgen niets tot stand , door spreken blijft niets staande",
"v1-lex","P1","NI","het heen en weer schuiven van de tong","A/B","kom","beteken","part_intransitive(achter)","intransitive","tgw","tgw","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Komt het heen en weer schuiven van de tong bij het schalenpaar C/D overen met vermenigvuldigen met of delen door 10 , heen en weer schuiven van de tong betekent bij het paar A/B vermenigvuldigen met of het delen door 100",
"v1-lex","P1","NI","U","U","kom","ben","pred_np","intransitive","tgw","tgw","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Komt U ooit in Rotterdam , U bent hartelijk welkom bij sneldichter Sam !",
"v1-lex","P1","NI","De Haas  matigende toon","zijn onverbloemde aanvallen op de kerken","kan","alarmeer","pred_np","intransitive","verl","verl","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kon De Haas ' matigende toon al niet op ieders sympathie rekenen , zijn onverbloemde aanvallen op de kerken alarmeerden zelfs het Reichskommissariat , waar men ze zag als een voedingsbodem voor maatschappelijke onrust",
"v1-lex","P1","NI","dit","het","compenseer","leid","copula","transitive","verl","verl","contrastief","subj",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kon dit aanvankelijk worden gecompenseerd met exportorders en werktijdverkorting , uiteindelijk leidde het tot geleidelijke sluiting van productie-afdelingen zoals de fabricage van miniatuurlampen in 1977",
"v1-lex","P1","NI","ze","haar gezondheid","kan","verzwak","pc_pp(van)","ap_copula","verl","verl","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kon ze in aanvankelijk nog genezen na en wonder dat aan de H. Theresia van Lisieux werd toegeschreven , daarna verzwakte haar gezondheid steeds verder",
"v1-lex","P1","NI","andere partijen","de VVD","reken","sta","subj_control(te)","pc_pp(op)","verl","verl","contrastief","subj",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Konden andere partijen in het verzuilde Nederland nog rekenen op verwante maatschappelijke organisaties om de kas te spekken , daar stond de VVD alleen",
"v1-lex","P1","NI","twee benoemingen","geen duidelijke verklaring","verklaar","ben","intransitive","np_np","verl","tgw","contrastief","subj",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Konden de eerste twee benoemingen nog verklaard worden uit de verbondenheid van beide bisschoppen met Maastricht , voor de benoeming in 2006 van een Ecuadoriaan als "" titulair bisschop van Maastricht "" , is geen duidelijke verklaring te vinden",
"v1-lex","P1","NI","de persoon","hij of zij","krijg","geniet","copula","transitive","verl","tgw","contrastief","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kreeg de persoon gedurende het promotieonderzoek veel begeleiding , in de hoedanigheid van deze functie geniet hij of zij veel meer zelfstandigheid en verantwoordelijkheid voor het onderzoeksproject en het verwerven van gelden hiervoor",
